"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-10-25 19:48:51 +02:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
"Rep. of Korea","Syrian Arab Rep.",2013,February,27
"Rep. of Korea","Syrian Arab Rep.",2013,March,17
"Rep. of Korea","Syrian Arab Rep.",2013,April,25
"Rep. of Korea","Syrian Arab Rep.",2013,May,26
"Rep. of Korea","Syrian Arab Rep.",2013,June,17
"Rep. of Korea","Syrian Arab Rep.",2013,July,16
"Rep. of Korea","Syrian Arab Rep.",2013,August,16
"Rep. of Korea","Syrian Arab Rep.",2013,September,33
"Rep. of Korea","Syrian Arab Rep.",2013,October,45
"Rep. of Korea","Syrian Arab Rep.",2013,November,18
"Rep. of Korea","Syrian Arab Rep.",2013,December,22
"Rep. of Korea","Syrian Arab Rep.",2014,January,17
"Rep. of Korea","Syrian Arab Rep.",2014,February,20
"Rep. of Korea","Syrian Arab Rep.",2014,March,13
"Rep. of Korea","Syrian Arab Rep.",2014,April,26
"Rep. of Korea","Syrian Arab Rep.",2014,May,17
"Rep. of Korea","Syrian Arab Rep.",2014,June,16
"Rep. of Korea","Syrian Arab Rep.",2014,July,14
"Rep. of Korea","Syrian Arab Rep.",2014,August,8
"Rep. of Korea","Syrian Arab Rep.",2014,September,9
"Rep. of Korea","Syrian Arab Rep.",2014,October,16
"Rep. of Korea","Syrian Arab Rep.",2014,November,29
"Rep. of Korea","Syrian Arab Rep.",2014,December,19
"Rep. of Korea","Syrian Arab Rep.",2015,January,26
"Rep. of Korea","Syrian Arab Rep.",2015,February,9
"Rep. of Korea","Syrian Arab Rep.",2015,March,14
"Rep. of Korea","Syrian Arab Rep.",2015,April,7
"Rep. of Korea","Syrian Arab Rep.",2015,May,9
"Rep. of Korea","Syrian Arab Rep.",2015,June,28
"Rep. of Korea","Syrian Arab Rep.",2015,July,27
"Rep. of Korea","Syrian Arab Rep.",2015,August,31
"Rep. of Korea","Syrian Arab Rep.",2015,September,49
"Rep. of Korea","Syrian Arab Rep.",2015,October,70
"Rep. of Korea","Syrian Arab Rep.",2015,November,61
"Rep. of Korea","Syrian Arab Rep.",2015,December,73
"Rep. of Korea","Syrian Arab Rep.",2016,January,40
"Rep. of Korea","Syrian Arab Rep.",2016,February,17
"Rep. of Korea","Syrian Arab Rep.",2016,March,22
"Rep. of Korea","Syrian Arab Rep.",2016,April,5
"Rep. of Korea","Syrian Arab Rep.",2016,May,5
"Rep. of Korea","Syrian Arab Rep.",2016,June,*
"Rep. of Korea","Syrian Arab Rep.",2016,July,8
"Rep. of Korea","Syrian Arab Rep.",2016,August,31
"Rep. of Korea","Syrian Arab Rep.",2016,September,12
"Rep. of Korea","Syrian Arab Rep.",2016,October,11
"Rep. of Korea","Syrian Arab Rep.",2016,November,9
"Rep. of Korea","Syrian Arab Rep.",2016,December,8
"Rep. of Korea","Syrian Arab Rep.",2017,January,11
"Rep. of Korea","Syrian Arab Rep.",2017,February,13
"Rep. of Korea","Syrian Arab Rep.",2017,March,16
"Rep. of Korea","Syrian Arab Rep.",2017,April,10
"Rep. of Korea","Syrian Arab Rep.",2017,May,20
"Rep. of Korea","Syrian Arab Rep.",2017,June,5
Liechtenstein,"Syrian Arab Rep.",2010,December,2
Liechtenstein,"Syrian Arab Rep.",2012,February,1
Liechtenstein,"Syrian Arab Rep.",2013,March,1
Liechtenstein,"Syrian Arab Rep.",2013,April,1
Liechtenstein,"Syrian Arab Rep.",2014,April,1
Liechtenstein,"Syrian Arab Rep.",2015,June,1
Liechtenstein,"Syrian Arab Rep.",2015,October,1
Liechtenstein,"Syrian Arab Rep.",2016,September,*
Liechtenstein,"Syrian Arab Rep.",2016,October,*
Liechtenstein,"Syrian Arab Rep.",2017,January,10
Lithuania,"Syrian Arab Rep.",2011,July,1
Lithuania,"Syrian Arab Rep.",2012,April,1
Lithuania,"Syrian Arab Rep.",2012,December,5
Lithuania,"Syrian Arab Rep.",2013,April,1
Lithuania,"Syrian Arab Rep.",2013,June,2
Lithuania,"Syrian Arab Rep.",2013,July,4
Lithuania,"Syrian Arab Rep.",2013,August,1
Lithuania,"Syrian Arab Rep.",2013,October,1
Lithuania,"Syrian Arab Rep.",2013,December,2
Lithuania,"Syrian Arab Rep.",2014,July,4
Lithuania,"Syrian Arab Rep.",2014,November,2
Lithuania,"Syrian Arab Rep.",2014,December,2
Lithuania,"Syrian Arab Rep.",2015,July,2
Lithuania,"Syrian Arab Rep.",2015,September,1
Lithuania,"Syrian Arab Rep.",2015,December,3
Lithuania,"Syrian Arab Rep.",2016,March,*
Lithuania,"Syrian Arab Rep.",2016,April,5
Lithuania,"Syrian Arab Rep.",2016,June,23
Lithuania,"Syrian Arab Rep.",2016,July,*
Lithuania,"Syrian Arab Rep.",2016,August,29
Lithuania,"Syrian Arab Rep.",2016,September,29
Lithuania,"Syrian Arab Rep.",2016,October,46
Lithuania,"Syrian Arab Rep.",2016,November,28
Lithuania,"Syrian Arab Rep.",2017,January,40
Lithuania,"Syrian Arab Rep.",2017,March,*
Lithuania,"Syrian Arab Rep.",2017,April,36
Lithuania,"Syrian Arab Rep.",2017,May,*
Lithuania,"Syrian Arab Rep.",2017,June,40
Lithuania,"Syrian Arab Rep.",2017,July,49
Austria,"Syrian Arab Rep.",2010,January,17
Austria,"Syrian Arab Rep.",2010,February,12
Austria,"Syrian Arab Rep.",2010,March,9
Austria,"Syrian Arab Rep.",2010,April,9
Austria,"Syrian Arab Rep.",2010,May,12
Austria,"Syrian Arab Rep.",2010,June,10
Austria,"Syrian Arab Rep.",2010,July,4
Austria,"Syrian Arab Rep.",2010,August,49
Austria,"Syrian Arab Rep.",2010,September,19
Austria,"Syrian Arab Rep.",2010,October,14
Austria,"Syrian Arab Rep.",2010,November,13
Austria,"Syrian Arab Rep.",2010,December,26
Austria,"Syrian Arab Rep.",2011,January,26
Austria,"Syrian Arab Rep.",2011,February,17
Austria,"Syrian Arab Rep.",2011,March,22
Austria,"Syrian Arab Rep.",2011,April,31
Austria,"Syrian Arab Rep.",2011,May,19
Austria,"Syrian Arab Rep.",2011,June,37
Austria,"Syrian Arab Rep.",2011,July,34
Austria,"Syrian Arab Rep.",2011,August,38
Luxembourg,"Syrian Arab Rep.",2010,April,10
Luxembourg,"Syrian Arab Rep.",2010,May,1
Luxembourg,"Syrian Arab Rep.",2010,June,3
Luxembourg,"Syrian Arab Rep.",2010,July,1
Luxembourg,"Syrian Arab Rep.",2010,December,4
Luxembourg,"Syrian Arab Rep.",2011,January,4
Luxembourg,"Syrian Arab Rep.",2011,May,1
Luxembourg,"Syrian Arab Rep.",2011,June,3
Luxembourg,"Syrian Arab Rep.",2011,October,2
Luxembourg,"Syrian Arab Rep.",2011,December,1
Luxembourg,"Syrian Arab Rep.",2012,January,1
Luxembourg,"Syrian Arab Rep.",2012,February,1
Luxembourg,"Syrian Arab Rep.",2012,April,2
Luxembourg,"Syrian Arab Rep.",2012,May,2
Luxembourg,"Syrian Arab Rep.",2012,July,1
Luxembourg,"Syrian Arab Rep.",2012,August,1
Luxembourg,"Syrian Arab Rep.",2012,September,4
Luxembourg,"Syrian Arab Rep.",2012,December,2
Luxembourg,"Syrian Arab Rep.",2013,February,2
Luxembourg,"Syrian Arab Rep.",2013,March,3
Luxembourg,"Syrian Arab Rep.",2013,April,2
Luxembourg,"Syrian Arab Rep.",2013,May,1
Luxembourg,"Syrian Arab Rep.",2013,June,3
Luxembourg,"Syrian Arab Rep.",2013,July,4
Luxembourg,"Syrian Arab Rep.",2013,August,1
Luxembourg,"Syrian Arab Rep.",2013,September,4
Luxembourg,"Syrian Arab Rep.",2013,November,3
Luxembourg,"Syrian Arab Rep.",2013,December,1
Luxembourg,"Syrian Arab Rep.",2014,January,3
Luxembourg,"Syrian Arab Rep.",2014,February,2
Luxembourg,"Syrian Arab Rep.",2014,March,6
Luxembourg,"Syrian Arab Rep.",2014,April,3
Luxembourg,"Syrian Arab Rep.",2014,May,11
Luxembourg,"Syrian Arab Rep.",2014,June,10
Luxembourg,"Syrian Arab Rep.",2014,July,1
Luxembourg,"Syrian Arab Rep.",2014,August,11
Luxembourg,"Syrian Arab Rep.",2014,September,11
Luxembourg,"Syrian Arab Rep.",2014,October,14
Luxembourg,"Syrian Arab Rep.",2014,November,6
Luxembourg,"Syrian Arab Rep.",2014,December,9
Luxembourg,"Syrian Arab Rep.",2015,February,4
Luxembourg,"Syrian Arab Rep.",2015,March,11
Luxembourg,"Syrian Arab Rep.",2015,April,9
Luxembourg,"Syrian Arab Rep.",2015,May,1
Luxembourg,"Syrian Arab Rep.",2015,June,8
Luxembourg,"Syrian Arab Rep.",2015,July,20
Luxembourg,"Syrian Arab Rep.",2015,August,56
Luxembourg,"Syrian Arab Rep.",2015,September,141
Luxembourg,"Syrian Arab Rep.",2015,October,114
Luxembourg,"Syrian Arab Rep.",2015,November,131
Luxembourg,"Syrian Arab Rep.",2015,December,145
Austria,"Syrian Arab Rep.",2011,September,44
Austria,"Syrian Arab Rep.",2011,October,77
Austria,"Syrian Arab Rep.",2011,November,35
Austria,"Syrian Arab Rep.",2011,December,43
Austria,"Syrian Arab Rep.",2012,January,56
Austria,"Syrian Arab Rep.",2012,February,64
Austria,"Syrian Arab Rep.",2012,March,33
Austria,"Syrian Arab Rep.",2012,April,68
Austria,"Syrian Arab Rep.",2012,May,79
Austria,"Syrian Arab Rep.",2012,June,65
Austria,"Syrian Arab Rep.",2012,July,90
Austria,"Syrian Arab Rep.",2012,August,94
Austria,"Syrian Arab Rep.",2012,September,88
Austria,"Syrian Arab Rep.",2012,October,113
Austria,"Syrian Arab Rep.",2012,November,110
Austria,"Syrian Arab Rep.",2012,December,62
Austria,"Syrian Arab Rep.",2013,January,118
Austria,"Syrian Arab Rep.",2013,February,100
Austria,"Syrian Arab Rep.",2013,March,84
Austria,"Syrian Arab Rep.",2013,April,91
Austria,"Syrian Arab Rep.",2013,May,88
Austria,"Syrian Arab Rep.",2013,June,123
Austria,"Syrian Arab Rep.",2013,July,102
Austria,"Syrian Arab Rep.",2013,August,102
Austria,"Syrian Arab Rep.",2013,September,201
Austria,"Syrian Arab Rep.",2013,October,338
Austria,"Syrian Arab Rep.",2013,November,336
Austria,"Syrian Arab Rep.",2013,December,308
Austria,"Syrian Arab Rep.",2014,January,327
Austria,"Syrian Arab Rep.",2014,February,247
Austria,"Syrian Arab Rep.",2014,March,212
Austria,"Syrian Arab Rep.",2014,April,282
Austria,"Syrian Arab Rep.",2014,May,358
Austria,"Syrian Arab Rep.",2014,June,396
Austria,"Syrian Arab Rep.",2014,July,587
Austria,"Syrian Arab Rep.",2014,August,671
Austria,"Syrian Arab Rep.",2014,September,1133
Austria,"Syrian Arab Rep.",2014,October,971
Austria,"Syrian Arab Rep.",2014,November,1278
Austria,"Syrian Arab Rep.",2014,December,1199
Austria,"Syrian Arab Rep.",2015,January,889
Austria,"Syrian Arab Rep.",2015,February,649
Austria,"Syrian Arab Rep.",2015,March,832
Austria,"Syrian Arab Rep.",2015,April,1007
Austria,"Syrian Arab Rep.",2015,May,1816
Austria,"Syrian Arab Rep.",2015,June,2415
Austria,"Syrian Arab Rep.",2015,July,2305
Austria,"Syrian Arab Rep.",2015,August,2681
Austria,"Syrian Arab Rep.",2015,September,3667
Austria,"Syrian Arab Rep.",2015,October,3729
Austria,"Syrian Arab Rep.",2015,November,2805
Austria,"Syrian Arab Rep.",2015,December,1519
Austria,"Syrian Arab Rep.",2016,January,1257
Austria,"Syrian Arab Rep.",2016,February,1191
Austria,"Syrian Arab Rep.",2016,March,694
Austria,"Syrian Arab Rep.",2016,April,727
Austria,"Syrian Arab Rep.",2016,May,659
Austria,"Syrian Arab Rep.",2016,June,537
Austria,"Syrian Arab Rep.",2016,July,638
Austria,"Syrian Arab Rep.",2016,August,648
Austria,"Syrian Arab Rep.",2016,September,531
Austria,"Syrian Arab Rep.",2016,October,647
Austria,"Syrian Arab Rep.",2016,November,586
Austria,"Syrian Arab Rep.",2016,December,608
Austria,"Syrian Arab Rep.",2017,January,565
Austria,"Syrian Arab Rep.",2017,February,607
Austria,"Syrian Arab Rep.",2017,March,686
Austria,"Syrian Arab Rep.",2017,April,713
Austria,"Syrian Arab Rep.",2017,May,807
Austria,"Syrian Arab Rep.",2017,June,618
Austria,"Syrian Arab Rep.",2017,July,667
Luxembourg,"Syrian Arab Rep.",2016,January,71
Luxembourg,"Syrian Arab Rep.",2016,February,17
Luxembourg,"Syrian Arab Rep.",2016,March,5
Luxembourg,"Syrian Arab Rep.",2016,April,10
Luxembourg,"Syrian Arab Rep.",2016,May,11
Luxembourg,"Syrian Arab Rep.",2016,June,36
Luxembourg,"Syrian Arab Rep.",2016,July,17
Luxembourg,"Syrian Arab Rep.",2016,August,39
Luxembourg,"Syrian Arab Rep.",2016,September,16
Luxembourg,"Syrian Arab Rep.",2016,October,16
Luxembourg,"Syrian Arab Rep.",2016,November,19
Luxembourg,"Syrian Arab Rep.",2016,December,32
Luxembourg,"Syrian Arab Rep.",2017,January,49
Luxembourg,"Syrian Arab Rep.",2017,February,30
Luxembourg,"Syrian Arab Rep.",2017,March,53
Luxembourg,"Syrian Arab Rep.",2017,April,27
Luxembourg,"Syrian Arab Rep.",2017,May,25
Luxembourg,"Syrian Arab Rep.",2017,June,15
Luxembourg,"Syrian Arab Rep.",2017,July,27
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2010,November,1
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2011,January,1
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2011,August,1
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2012,April,3
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2012,November,1
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2012,December,1
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,January,2
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,February,9
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,March,4
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,April,39
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,May,19
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,June,38
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,July,62
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,August,110
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,September,47
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,October,21
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,November,4
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2013,December,5
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,January,11
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,February,44
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,March,31
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,April,67
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,May,29
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,June,73
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,July,74
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,August,33
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,September,55
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,October,99
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,November,109
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2014,December,121
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,January,123
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,February,40
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,March,75
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,April,56
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,May,95
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,June,382
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,July,168
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,August,6
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,September,13
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,October,17
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,November,10
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2015,December,12
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,January,6
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,February,23
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,March,12
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,April,11
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,May,10
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,June,29
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,July,38
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,August,8
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,September,17
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,October,24
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,November,7
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2016,December,7
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2017,January,*
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2017,February,9
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2017,March,7
"The former Yugoslav Rep. of Macedonia","Syrian Arab Rep.",2017,June,*
Malta,"Syrian Arab Rep.",2010,January,2
Malta,"Syrian Arab Rep.",2010,February,1
Malta,"Syrian Arab Rep.",2010,August,2
Malta,"Syrian Arab Rep.",2010,September,2
Malta,"Syrian Arab Rep.",2010,December,1
Malta,"Syrian Arab Rep.",2011,May,4
Malta,"Syrian Arab Rep.",2011,July,4
Malta,"Syrian Arab Rep.",2011,August,2
Malta,"Syrian Arab Rep.",2011,September,5
Malta,"Syrian Arab Rep.",2011,October,70
Malta,"Syrian Arab Rep.",2011,November,27
Malta,"Syrian Arab Rep.",2011,December,10
Malta,"Syrian Arab Rep.",2012,January,10
Malta,"Syrian Arab Rep.",2012,February,7
Malta,"Syrian Arab Rep.",2012,March,12
Malta,"Syrian Arab Rep.",2012,April,12
Malta,"Syrian Arab Rep.",2012,May,11
Malta,"Syrian Arab Rep.",2012,June,2
Malta,"Syrian Arab Rep.",2012,July,3
Malta,"Syrian Arab Rep.",2012,August,1
Malta,"Syrian Arab Rep.",2012,September,17
Malta,"Syrian Arab Rep.",2012,October,23
Malta,"Syrian Arab Rep.",2012,November,12
Malta,"Syrian Arab Rep.",2012,December,37
Malta,"Syrian Arab Rep.",2013,January,9
Malta,"Syrian Arab Rep.",2013,February,13
Malta,"Syrian Arab Rep.",2013,March,41
Malta,"Syrian Arab Rep.",2013,April,20
Malta,"Syrian Arab Rep.",2013,May,3
Malta,"Syrian Arab Rep.",2013,June,31
Malta,"Syrian Arab Rep.",2013,July,37
Malta,"Syrian Arab Rep.",2013,August,12
Malta,"Syrian Arab Rep.",2013,September,17
Malta,"Syrian Arab Rep.",2013,October,11
Malta,"Syrian Arab Rep.",2013,November,28
Malta,"Syrian Arab Rep.",2013,December,28
Malta,"Syrian Arab Rep.",2014,January,30
Malta,"Syrian Arab Rep.",2014,February,15
Malta,"Syrian Arab Rep.",2014,March,18
Malta,"Syrian Arab Rep.",2014,April,15
Malta,"Syrian Arab Rep.",2014,May,18
Malta,"Syrian Arab Rep.",2014,June,37
Malta,"Syrian Arab Rep.",2014,July,16
Malta,"Syrian Arab Rep.",2014,August,25
Malta,"Syrian Arab Rep.",2014,September,38
Malta,"Syrian Arab Rep.",2014,October,52
Malta,"Syrian Arab Rep.",2014,November,15
Malta,"Syrian Arab Rep.",2014,December,26
Malta,"Syrian Arab Rep.",2015,January,13
Malta,"Syrian Arab Rep.",2015,February,9
Malta,"Syrian Arab Rep.",2015,March,11
Malta,"Syrian Arab Rep.",2015,April,10
Malta,"Syrian Arab Rep.",2015,May,17
Malta,"Syrian Arab Rep.",2015,June,18
Malta,"Syrian Arab Rep.",2015,July,26
Malta,"Syrian Arab Rep.",2015,August,24
Malta,"Syrian Arab Rep.",2015,September,56
Malta,"Syrian Arab Rep.",2015,October,96
Malta,"Syrian Arab Rep.",2015,November,87
Malta,"Syrian Arab Rep.",2015,December,31
Malta,"Syrian Arab Rep.",2016,January,26
Malta,"Syrian Arab Rep.",2016,February,29
Malta,"Syrian Arab Rep.",2016,March,35
Malta,"Syrian Arab Rep.",2016,April,15
Malta,"Syrian Arab Rep.",2016,May,25
Malta,"Syrian Arab Rep.",2016,June,27
Malta,"Syrian Arab Rep.",2016,July,17
Malta,"Syrian Arab Rep.",2016,August,17
Malta,"Syrian Arab Rep.",2016,September,26
Malta,"Syrian Arab Rep.",2016,October,29
Malta,"Syrian Arab Rep.",2016,November,15
Malta,"Syrian Arab Rep.",2016,December,26
Malta,"Syrian Arab Rep.",2017,January,29
Malta,"Syrian Arab Rep.",2017,February,31
Malta,"Syrian Arab Rep.",2017,March,37
Malta,"Syrian Arab Rep.",2017,April,18
Malta,"Syrian Arab Rep.",2017,May,55
Malta,"Syrian Arab Rep.",2017,June,38
Malta,"Syrian Arab Rep.",2017,July,61
Latvia,"Syrian Arab Rep.",2011,June,1
Latvia,"Syrian Arab Rep.",2011,August,2
Latvia,"Syrian Arab Rep.",2011,September,7
Latvia,"Syrian Arab Rep.",2011,October,3
Latvia,"Syrian Arab Rep.",2011,November,3
Latvia,"Syrian Arab Rep.",2012,February,1
Latvia,"Syrian Arab Rep.",2012,June,2
Latvia,"Syrian Arab Rep.",2012,July,1
Latvia,"Syrian Arab Rep.",2012,September,3
Latvia,"Syrian Arab Rep.",2012,October,2
Latvia,"Syrian Arab Rep.",2012,November,5
Latvia,"Syrian Arab Rep.",2012,December,4
Latvia,"Syrian Arab Rep.",2013,January,2
Latvia,"Syrian Arab Rep.",2013,February,4
Latvia,"Syrian Arab Rep.",2013,March,2
Latvia,"Syrian Arab Rep.",2013,April,1
Latvia,"Syrian Arab Rep.",2013,May,3
Latvia,"Syrian Arab Rep.",2013,August,1
Latvia,"Syrian Arab Rep.",2013,September,1
Latvia,"Syrian Arab Rep.",2013,October,1
Latvia,"Syrian Arab Rep.",2014,March,3
Latvia,"Syrian Arab Rep.",2014,April,1
Latvia,"Syrian Arab Rep.",2014,May,1
Latvia,"Syrian Arab Rep.",2014,June,13
Latvia,"Syrian Arab Rep.",2014,July,5
Latvia,"Syrian Arab Rep.",2014,September,4
Latvia,"Syrian Arab Rep.",2014,October,1
Latvia,"Syrian Arab Rep.",2014,November,6
Latvia,"Syrian Arab Rep.",2015,May,1
Latvia,"Syrian Arab Rep.",2015,June,5
Latvia,"Syrian Arab Rep.",2016,February,*
Latvia,"Syrian Arab Rep.",2016,April,10
Latvia,"Syrian Arab Rep.",2016,June,18
Latvia,"Syrian Arab Rep.",2016,August,17
Latvia,"Syrian Arab Rep.",2016,September,13
Latvia,"Syrian Arab Rep.",2016,October,48
Latvia,"Syrian Arab Rep.",2016,November,24
Latvia,"Syrian Arab Rep.",2016,December,15
Latvia,"Syrian Arab Rep.",2017,January,33
Latvia,"Syrian Arab Rep.",2017,February,31
Latvia,"Syrian Arab Rep.",2017,March,24
Latvia,"Syrian Arab Rep.",2017,April,38
Latvia,"Syrian Arab Rep.",2017,June,9
Latvia,"Syrian Arab Rep.",2017,July,*
Montenegro,"Syrian Arab Rep.",2011,October,1
Montenegro,"Syrian Arab Rep.",2012,January,1
Montenegro,"Syrian Arab Rep.",2012,March,3
Montenegro,"Syrian Arab Rep.",2012,April,2
Montenegro,"Syrian Arab Rep.",2012,May,5
Montenegro,"Syrian Arab Rep.",2012,June,2
Montenegro,"Syrian Arab Rep.",2012,July,6
Montenegro,"Syrian Arab Rep.",2012,October,7
Montenegro,"Syrian Arab Rep.",2012,November,11
Montenegro,"Syrian Arab Rep.",2012,December,7
Montenegro,"Syrian Arab Rep.",2013,February,4
Montenegro,"Syrian Arab Rep.",2013,March,1
Montenegro,"Syrian Arab Rep.",2013,April,13
Montenegro,"Syrian Arab Rep.",2013,May,6
Montenegro,"Syrian Arab Rep.",2013,June,22
Montenegro,"Syrian Arab Rep.",2013,July,25
Montenegro,"Syrian Arab Rep.",2013,August,47
Montenegro,"Syrian Arab Rep.",2013,September,28
Montenegro,"Syrian Arab Rep.",2013,October,41
Montenegro,"Syrian Arab Rep.",2013,November,18
Montenegro,"Syrian Arab Rep.",2013,December,80
